img_path,mean_uncertainty,mcd_uncertainty
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot001.jpg,0.0010938930790871382,0.052687399089336395
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot002.jpg,0.0005841810489073396,0.03248344734311104
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot003.jpg,0.0008236910216510296,0.036626607179641724
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot004.jpg,0.0006552601116709411,0.03550685942173004
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot005.jpg,0.0010700167622417212,0.06562363356351852
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot006.jpg,0.0010692158248275518,0.0617016926407814
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot007.jpg,0.0008971616043709219,0.06198432296514511
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot008.jpg,0.0007029878906905651,0.03525765985250473
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot009.jpg,0.0008170686778612435,0.05916784331202507
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot010.jpg,0.0016824949998408556,0.09613756835460663
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot011.jpg,0.00147311482578516,0.09745167195796967
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot012.jpg,0.0009110425598919392,0.060949962586164474
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot013.jpg,0.0010795402340590954,0.08958664536476135
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot014.jpg,0.001131406519562006,0.09104681015014648
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot015.jpg,0.0013481397181749344,0.08192992210388184
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot016.jpg,0.0007785100606270134,0.04007779806852341
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot017.jpg,0.0007109058788046241,0.038131456822156906
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot018.jpg,0.0007152158650569618,0.04493579640984535
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot019.jpg,0.0011417851783335209,0.07887012511491776
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot020.jpg,0.0012837444664910436,0.08499201387166977
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot021.jpg,0.000652642804197967,0.03280200436711311
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot022.jpg,0.0005741957575082779,0.038308851420879364
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot023.jpg,0.0006198978517204523,0.03174089640378952
/home/users/ashine/gws/niab-automated-phenotyping/datasets/niab/EXP01/Top_Images/Top_Images_Clean_Rename/EXP01_Block01/EXP01_Block01_Rename01_20201123/Exp01_Block01_Image01_Pot024.jpg,0.000546226161532104,0.03879939392209053
